,user,created_at,tweet,positive,negative,neutral,compound
139,@CBS,2018-03-15 16:42:41+00:00,Stream First Round games LIVE today starting at 12PM ET with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/vZow3YD8cb,0.194,0.0,0.806,0.6514
140,@CBS,2018-03-15 14:32:16+00:00,RT @CBSSports: It's the most wonderful time of the year. #MarchMadness https://t.co/e4c9qohqSR,0.266,0.0,0.734,0.6115
141,@CBS,2018-03-14 19:30:01+00:00,"Give these ladies some love! @Lauren_Alaina, @DBradbery, @carlypearce, and @RaeLynn are nominated for New Female Vo… https://t.co/IVhwURfJ3S",0.219,0.0,0.781,0.6696
142,@CBS,2018-03-13 18:48:52+00:00,"RT @ManWithAPlan: Hungry for more #ManWithAPlan bloopers and behind-the-scenes videos featuring cast like @matt_leblanc, @thelizasnyder, @k…",0.143,0.0,0.857,0.3612
143,@CBS,2018-03-13 14:15:10+00:00,"Music stars @MileyCyrus, @edsheeran, @ladygaga, and more will honor the legendary @eltonofficial and his hit songs… https://t.co/UzxARCCLnI",0.179,0.0,0.821,0.539
144,@CBS,2018-03-12 18:13:28+00:00,RT @thegoodfight: The verdict is in. The new season of #TheGoodFight is ???! Stream it now on CBS All Access: https://t.co/FkYSNSXlRb https…,0.083,0.0,0.917,0.2244
145,@CBS,2018-03-12 01:20:43+00:00,"RT @MadamSecretary: In less than an hour, #MadamSecretary's Keith Carradine will be taking over the @MadamSecretary Twitter page! Tweet alo…",0.0,0.0,1.0,0.0
146,@CBS,2018-03-09 22:48:26+00:00,RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…,0.117,0.0,0.883,0.4926
147,@CBS,2018-03-09 22:24:20+00:00,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…",0.113,0.092,0.795,0.1275
148,@CBS,2018-03-09 21:10:21+00:00,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N",0.177,0.0,0.823,0.4215
149,@CBS,2018-03-09 18:27:28+00:00,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…",0.447,0.0,0.553,0.8658
150,@CBS,2018-03-09 16:02:27+00:00,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW,0.0,0.0,1.0,0.0
151,@CBS,2018-03-08 18:00:49+00:00,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT,0.336,0.0,0.664,0.8625
152,@CBS,2018-03-08 17:03:04+00:00,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy,0.132,0.0,0.868,0.4926
153,@CBS,2018-03-07 18:39:10+00:00,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. ? Here's what critics are saying about #TheGoodF…",0.15,0.23,0.619,-0.2023
154,@CBS,2018-03-07 17:06:02+00:00,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4",0.0,0.0,1.0,0.0
155,@CBS,2018-03-06 18:10:59+00:00,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg",0.244,0.0,0.756,0.6705
156,@CBS,2018-03-05 22:16:43+00:00,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s",0.167,0.0,0.833,0.3818
157,@CBS,2018-03-04 08:05:26+00:00,"RT @thegoodfight: It feels good to be back. ??? The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",0.116,0.0,0.884,0.4404
158,@CBS,2018-03-03 20:55:20+00:00,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",0.0,0.0,1.0,0.0
159,@CBS,2018-03-02 22:30:01+00:00,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",0.247,0.0,0.753,0.7096
160,@CBS,2018-03-02 20:30:01+00:00,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",0.282,0.0,0.718,0.7096
161,@CBS,2018-03-02 18:45:00+00:00,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",0.151,0.0,0.849,0.4939
162,@CBS,2018-03-01 18:59:01+00:00,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,0.0,0.21,0.79,-0.6981
163,@CBS,2018-03-01 18:12:57+00:00,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",0.159,0.092,0.749,0.4547
164,@CBS,2018-03-01 18:11:50+00:00,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,0.538,0.0,0.462,0.8591
165,@CBS,2018-03-01 18:10:50+00:00,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,0.234,0.151,0.615,0.4885
166,@CBS,2018-03-01 14:36:21+00:00,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",0.178,0.0,0.822,0.5994
167,@CBS,2018-03-01 14:29:20+00:00,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",0.325,0.0,0.675,0.7717
168,@CBS,2018-03-01 14:15:29+00:00,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",0.275,0.0,0.725,0.6908
169,@CBS,2018-03-01 13:50:11+00:00,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",0.0,0.0,1.0,0.0
170,@CBS,2018-03-01 01:04:52+00:00,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,0.0,0.0,1.0,0.0
171,@CBS,2018-02-28 19:56:58+00:00,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",0.0,0.0,1.0,0.0
172,@CBS,2018-02-28 19:08:30+00:00,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",0.116,0.0,0.884,0.4404
173,@CBS,2018-02-27 03:23:47+00:00,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,0.152,0.0,0.848,0.5562
174,@CBS,2018-02-26 22:50:32+00:00,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",0.0,0.0,1.0,0.0
175,@CBS,2018-02-26 21:08:30+00:00,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",0.0,0.0,1.0,0.0
176,@CBS,2018-02-26 19:53:41+00:00,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! ? You can be…",0.105,0.0,0.895,0.4482
177,@CBS,2018-02-26 18:32:36+00:00,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,0.266,0.0,0.734,0.784
178,@CBS,2018-02-26 18:20:16+00:00,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert?'s good fri…,0.429,0.0,0.571,0.9359
179,@CBS,2018-02-26 16:53:56+00:00,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",0.0,0.184,0.816,-0.5423
180,@CBS,2018-02-26 16:52:01+00:00,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",0.0,0.0,1.0,0.0
181,@CBS,2018-02-26 16:17:55+00:00,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",0.0,0.0,1.0,0.0
182,@CBS,2018-02-26 01:12:32+00:00,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",0.231,0.0,0.769,0.7644
183,@CBS,2018-02-25 21:51:32+00:00,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,0.0,0.0,1.0,0.0
184,@CBS,2018-02-25 21:51:22+00:00,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",0.0,0.0,1.0,0.0
185,@CBS,2018-02-23 18:15:40+00:00,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! ??…,0.155,0.0,0.845,0.5093
186,@CBS,2018-02-22 19:26:52+00:00,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",0.0,0.0,1.0,0.0
187,@CBS,2018-02-21 19:20:04+00:00,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,0.0,0.0,1.0,0.0
188,@CBS,2018-02-21 18:19:25+00:00,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",0.248,0.0,0.752,0.6808
189,@CBS,2018-02-20 19:55:19+00:00,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",0.116,0.0,0.884,0.4404
190,@CBS,2018-02-20 17:58:18+00:00,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",0.0,0.119,0.881,-0.4019
191,@CBS,2018-02-20 17:39:51+00:00,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,0.128,0.0,0.872,0.3612
192,@CBS,2018-02-17 01:07:20+00:00,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",0.227,0.0,0.773,0.6124
193,@CBS,2018-02-16 18:42:43+00:00,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",0.108,0.0,0.892,0.3182
194,@CBS,2018-02-16 17:48:20+00:00,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",0.248,0.0,0.752,0.68
195,@CBS,2018-02-14 19:23:27+00:00,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ?? Happy #ValentinesDay! https://t.co/poEejI4AnC,0.466,0.0,0.534,0.8619
196,@CBS,2018-02-13 20:03:56+00:00,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",0.0,0.0,1.0,0.0
197,@CBS,2018-02-13 18:54:52+00:00,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",0.252,0.0,0.748,0.7506
198,@CBS,2018-02-12 18:49:45+00:00,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,0.0,0.0,1.0,0.0
199,@CBS,2018-02-12 01:32:33+00:00,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,0.0,0.0,1.0,0.0
200,@CNN,2018-03-29 04:16:02+00:00,"13,000-year-old footprints were found off the coast of a Canadian island, giving researchers insight into life duri… https://t.co/kVVm25t5OX",0.13,0.0,0.87,0.34
201,@CNN,2018-03-29 04:08:07+00:00,"The White House calls police shootings of black men a ""local matter"" that ""should be left up to the local authoriti… https://t.co/sY2mCtlOfy",0.052,0.0,0.948,0.0258
202,@CNN,2018-03-29 04:01:07+00:00,Donations to the NRA tripled in the weeks after the Parkland shooting https://t.co/2E6tfAx4bc,0.0,0.0,1.0,0.0
203,@CNN,2018-03-29 03:46:06+00:00,A Democratic candidate challenging Rep. Devin Nunes in California took in more than $1 million in the first quarter… https://t.co/1msxOoKDCR,0.082,0.0,0.918,0.1531
204,@CNN,2018-03-29 03:31:04+00:00,Most world leaders visiting other countries make a grand entrance by stepping off a large jet. North Korean leader… https://t.co/UKBraqVF6m,0.15,0.0,0.85,0.4588
205,@CNN,2018-03-29 03:24:05+00:00,Former Sen. Rick Santorum says he misspoke earlier this week when suggesting that students should learn CPR instead… https://t.co/fU7HlJrZq8,0.0,0.0,1.0,0.0
206,@CNN,2018-03-29 03:16:03+00:00,Ireland will hold a referendum on May 25 on whether abortion should be legalized https://t.co/l37NDo42BR,0.0,0.0,1.0,0.0
207,@CNN,2018-03-29 03:09:05+00:00,"The US military conducted its first airstrike against al Qaeda in Libya on Saturday, killing one of the group's lea… https://t.co/6MXInlEang",0.0,0.18,0.82,-0.6597
208,@CNN,2018-03-29 03:05:07+00:00,"Apple's quest to find a home for another campus will be different than Amazon's approach, says CEO Tim Cook: ""We're… https://t.co/Wqndqgc9DX",0.0,0.0,1.0,0.0
209,@CNN,2018-03-29 03:01:09+00:00,"Is the tech wreck for Amazon and Facebook over, or just beginning? https://t.co/2pFsIbxNwN https://t.co/bhuy3WxmNA",0.102,0.175,0.723,-0.296
210,@CNN,2018-03-29 03:01:08+00:00,"Hong Kong's ""Frog King"" showcases experimental art at Cattle Depot, a former slaughterhouse turned artists' village… https://t.co/XOUWej21jM",0.0,0.0,1.0,0.0
211,@CNN,2018-03-29 03:01:08+00:00,"ABC's revival of ""Roseanne"" premiered on Tuesday to a staggering 18.2 million viewers https://t.co/U5wymoCpH5 https://t.co/4miTagWpDZ",0.0,0.0,1.0,0.0
212,@CNN,2018-03-29 02:46:07+00:00,India is building a city from scratch to attract foreign investors https://t.co/1RPv5hlNNL https://t.co/hTa0IGMfzD,0.185,0.0,0.815,0.3612
213,@CNN,2018-03-29 02:31:04+00:00,"Planned Parenthood is facing a backlash after one of its branches tweeted, and then deleted, a post suggesting Disn… https://t.co/NtkpyCU0AU",0.0,0.0,1.0,0.0
214,@CNN,2018-03-29 02:22:48+00:00,"RT @AC360: Stuck in the middle with Toobin?! CNN's @JeffreyToobin sits between two lawyers who collectively yell 'thug' 20 times: ""The hand…",0.0,0.098,0.902,-0.3164
215,@CNN,2018-03-29 02:22:29+00:00,Surprise meetings and potential pitfalls: Trump preps for North Korea https://t.co/bKWwIBH9nO https://t.co/gx1KlxAxJi,0.16,0.0,0.84,0.2732
216,@CNN,2018-03-29 02:22:01+00:00,"RT @AC360: ""The family of Stephon Clark doesn't trust anything from the Sacramento police department since they were not told the truth at…",0.0,0.182,0.818,-0.5667
217,@CNN,2018-03-29 02:16:06+00:00,A New York City lawmaker has introduced a bill that would make it illegal for businesses to email or instant messag… https://t.co/n6SKMpXOe6,0.0,0.159,0.841,-0.5574
218,@CNN,2018-03-29 02:11:03+00:00,"Gov. Gary Herbert signed a bill earlier this month that makes it OK for parents to let their children ""free range""… https://t.co/fME2edSgCm",0.247,0.0,0.753,0.7378
219,@CNN,2018-03-29 02:09:41+00:00,"RT @AC360: ""When you consider that 73 civilians have been killed by police bullets since 2015 and 70 of those were African American men, th…",0.0,0.158,0.842,-0.6705
220,@CNN,2018-03-29 02:08:27+00:00,Joe Biden video chats with a cancer-stricken Idaho teen https://t.co/7owGyBpMXO https://t.co/QzweC0m851,0.0,0.0,1.0,0.0
221,@CNN,2018-03-29 02:01:07+00:00,"Former sheriff Joe Arpaio suggested that he would, if elected to the Senate, revive the debunked ""birther"" claim th… https://t.co/pAunVld9dA",0.112,0.0,0.888,0.34
222,@CNN,2018-03-29 01:58:02+00:00,"Is the Parkland shooter's brother, jailed on a $500,000 bond, being punished for his sibling's crime? https://t.co/nQMYNkwBXV",0.0,0.427,0.573,-0.8658
223,@CNN,2018-03-29 01:56:05+00:00,"Hong Kong's ""Frog King"" showcases experimental art at Cattle Depot, a former slaughterhouse turned artists' village… https://t.co/f5t7BKXkgG",0.0,0.0,1.0,0.0
224,@CNN,2018-03-29 01:51:56+00:00,Chinese tech firm Huawei has a new smartphone that use three cameras to snap a single photo https://t.co/4RNhVY64o2 https://t.co/r61gT5ul35,0.0,0.0,1.0,0.0
225,@CNN,2018-03-29 01:51:03+00:00,A warning light is flashing in the bond market: An obscure measure known as the yield curve is flattening. Here's a… https://t.co/r7SCdGmPIj,0.0,0.107,0.893,-0.34
226,@CNN,2018-03-29 01:46:06+00:00,"Australia just released its report on an investigation into mesh implants that left some women with ""rotting pelvis… https://t.co/vXdnqlQwFa",0.0,0.0,1.0,0.0
227,@CNN,2018-03-29 01:36:49+00:00,"They may have passed a $1.3 trillion deficit-busting spending bill last week, but lawmakers have found at least one… https://t.co/odb9G4aYS4",0.0,0.0,1.0,0.0
228,@CNN,2018-03-29 01:31:07+00:00,"On her 18th birthday, Charlie Lagarde bought a celebratory bottle of sparkling wine and her first-ever lottery tick… https://t.co/lLhvLHz1DW",0.115,0.0,0.885,0.296
229,@CNN,2018-03-29 01:21:04+00:00,White House physician Ronny Jackson's performance during an extended grilling over President Trump's health and cog… https://t.co/Vt2BaYrSOC,0.0,0.0,1.0,0.0
230,@CNN,2018-03-29 01:16:03+00:00,Why the Stevens gun manifesto is beyond irresponsible | By Robert A. Levy via @CNNOpinion https://t.co/FnBVWPEwG1 https://t.co/x3vxslFVQI,0.0,0.275,0.725,-0.6486
231,@CNN,2018-03-29 01:10:59+00:00,A 12-year-old boy who survived cancer finally got his wish: a kiss from Pope Francis https://t.co/hMPCnn54AW https://t.co/MK4xso1SkF,0.364,0.182,0.455,0.5267
232,@CNN,2018-03-29 01:08:02+00:00,RT @OutFrontCNN: Rudy! Rudy! Rudy! ...can you hear me now? We have an ear-y feeling Rudy Giuliani got his wires crossed with some of the la…,0.087,0.0,0.913,0.3348
233,@CNN,2018-03-29 01:06:06+00:00,All the President's lawsuits | Analysis by CNN's Z. Byron Wolf https://t.co/FjfLWkUXLJ https://t.co/ETvCrQhzxp,0.0,0.127,0.873,-0.1531
234,@CNN,2018-03-29 01:02:07+00:00,A brief history of how Parkland survivor David Hogg keeps schooling lawmakers on social media… https://t.co/gNYlPEKegD,0.152,0.0,0.848,0.3612
235,@CNN,2018-03-29 00:45:17+00:00,"A judge handed a small victory to Tesla shareholders, allowing them to move forward with a lawsuit against CEO Elon… https://t.co/mlOgFkO6Ra",0.0,0.101,0.899,-0.2263
236,@CNN,2018-03-29 00:38:29+00:00,"The ""Roseanne"" reboot is damn good. The star deserves none of the credit. | By Clay Cane via @CNNOpinion… https://t.co/ahjsn8swjE",0.122,0.205,0.673,-0.2462
237,@CNN,2018-03-29 00:36:33+00:00,"RT @OutFrontCNN: ""We're all sinners, nobody understands that better than Evangelicals…we believe we all need forgiveness."" - Evangelical Je…",0.146,0.0,0.854,0.4404
238,@CNN,2018-03-29 00:36:22+00:00,A dramatic night-vision video captures a US raid to kill ISIS fighters https://t.co/aZcs03C79X https://t.co/Z4AoSdOvVY,0.0,0.371,0.629,-0.7096
239,@CNN,2018-03-29 00:35:31+00:00,"RT @OutFrontCNN: ""She signed the contract, she received the benefit of the contract. It was signed by the other party."" Michael Cohen's att…",0.12,0.0,0.88,0.4588
240,@CNN,2018-03-29 00:24:50+00:00,Donations pour in for a high school rifle team after the school board votes against accepting an NRA grant… https://t.co/MSnEeZdHgs,0.126,0.0,0.874,0.3818
241,@CNN,2018-03-29 00:11:03+00:00,President Trump's campaign touted the administration's move to add a question about citizenship status to the US Ce… https://t.co/W0f7SGr3md,0.0,0.066,0.934,-0.0516
242,@CNN,2018-03-29 00:06:05+00:00,Thousands of people marched through Paris to protest the killing of a Holocaust survivor in her home… https://t.co/zqfYkmsLVD,0.109,0.279,0.611,-0.5994
243,@CNN,2018-03-29 00:01:07+00:00,"The White House calls police shootings of black men a ""local matter"" that ""should be left up to the local authoriti… https://t.co/nektBUdjeE",0.052,0.0,0.948,0.0258
244,@CNN,2018-03-28 23:56:06+00:00,"George Conway, husband of White House counselor Kellyanne Conway, appears to be trolling President Trump… https://t.co/NUmgl5Ms4T",0.0,0.0,1.0,0.0
245,@CNN,2018-03-28 23:51:03+00:00,Authorities and the Sacramento Kings are preparing for protests that are expected Thursday after the funeral for St… https://t.co/wYLH5W0049,0.0,0.206,0.794,-0.5267
246,@CNN,2018-03-28 23:46:07+00:00,"US President Trump granted tariff exemptions to six countries and the European Union, but ""it's not an exemption li… https://t.co/nE0wY3IAVf",0.073,0.0,0.927,0.128
247,@CNN,2018-03-28 23:41:03+00:00,"Emails reveal the Department of Justice would have ""very little involvement"" if President Trump tweeted a pardon… https://t.co/UYNvBIqLcE",0.175,0.0,0.825,0.5267
248,@CNN,2018-03-28 23:36:05+00:00,"A new bill in Kansas would not only authorize the arming of school staff, but would hold schools responsible if a s… https://t.co/0raMQKJkXD",0.129,0.0,0.871,0.4497
249,@CNN,2018-03-28 23:31:01+00:00,Some Twitter users are outraged that Netflix appointed Susan Rice to its board https://t.co/ZVA60bqn62 https://t.co/9TjTGHh20c,0.0,0.2,0.8,-0.5423
250,@CNN,2018-03-28 23:26:03+00:00,Ecuador says it has again suspended Julian Assange's outside communications access at its embassy in London… https://t.co/ANmsVaviGV,0.0,0.162,0.838,-0.4767
251,@CNN,2018-03-28 23:21:05+00:00,"Sudden infant death syndrome may have a genetic basis in some cases, a new study suggests https://t.co/04uPE4IHBs https://t.co/d15ipkOky1",0.0,0.206,0.794,-0.5994
252,@CNN,2018-03-28 23:14:38+00:00,A 12-year-old boy who survived cancer finally got his wish: a kiss from Pope Francis https://t.co/lZqCCbVV6b https://t.co/Ncy22YwUuu,0.364,0.182,0.455,0.5267
253,@CNN,2018-03-28 22:58:00+00:00,The Justice Department's internal watchdog announced it has launched a probe into the department and the FBI's hand… https://t.co/ccQQChOlBu,0.234,0.0,0.766,0.5994
254,@CNN,2018-03-28 22:49:31+00:00,Nobel Peace Prize winner Malala Yousafzai is back in Pakistan for the first time since she was shot in the face and… https://t.co/O6HJRNK5ml,0.346,0.0,0.654,0.891
255,@CNN,2018-03-28 22:46:23+00:00,Maserati unveiled a 590 horsepower high performance version of its Levante crossover SUV at the New York Auto Show… https://t.co/y7jpECCr2J,0.0,0.0,1.0,0.0
256,@CNN,2018-03-28 22:36:50+00:00,"Exclusive: In depositions, the Karolyis say they knew nothing of former USA Gymnastics doctor Larry Nassar's abuse… https://t.co/6gOzBZ6j4g",0.081,0.0,0.919,0.128
257,@CNN,2018-03-28 22:19:46+00:00,"Sen. Chris Coons: ""It is concerning to me that the President is increasingly seeming to manage his cabinet more lik… https://t.co/TCZaET9mBG",0.0,0.0,1.0,0.0
258,@CNN,2018-03-28 22:15:11+00:00,"Rep. Steve King's remark about outspoken Parkland student Emma Gonzalez ""betrays a lack of understanding about the… https://t.co/GZB7Hy487F",0.0,0.279,0.721,-0.7003
259,@CNN,2018-03-28 22:09:38+00:00,"Susan Rice, a former UN ambassador and national security adviser under President Barack Obama, has joined Netflix's… https://t.co/oXEfylqYkT",0.13,0.0,0.87,0.34
260,@CNN,2018-03-28 22:07:26+00:00,"White House press secretary Sarah Sanders refused to answer whether President Donald Trump was aware of a $130,000… https://t.co/bJ2feNKSpL",0.0,0.115,0.885,-0.296
261,@CNN,2018-03-28 22:04:14+00:00,"Sources describe four yet-to-be-released videos recorded the night of the shooting of Alton Sterling as ""very graph… https://t.co/gpokg872eO",0.0,0.0,1.0,0.0
262,@CNN,2018-03-28 21:53:22+00:00,"President Donald Trump says Veterans Affairs Secretary David Shulkin is out, and that Shulkin will be replaced with… https://t.co/v03PKc6WVZ",0.0,0.0,1.0,0.0
263,@CNN,2018-03-28 21:49:47+00:00,"President Trump thanked Shulkin via Twitter for his ""service to our country and to our GREAT VETERANS"" and said Rob… https://t.co/9FvpdZJr2f",0.289,0.0,0.711,0.8286
264,@CNN,2018-03-28 21:44:46+00:00,"BREAKING: President Donald Trump says Veterans Affairs Secretary David Shulkin is out, and that he'll be replaced w… https://t.co/GOXcsz3wzn",0.0,0.0,1.0,0.0
265,@CNN,2018-03-28 21:37:46+00:00,UK detectives say they believe the former Russian double agent Sergei Skripal and his daughter first encountered a… https://t.co/ICwOpi9mPc,0.0,0.0,1.0,0.0
266,@CNN,2018-03-28 21:26:53+00:00,"Former Vice President Joe Biden regrets saying that if he were in high school, he would fight President Trump over… https://t.co/l4oVqppV40",0.0,0.212,0.788,-0.6249
267,@CNN,2018-03-28 21:23:39+00:00,"RT @CNNnewsroom: ""There's this power of nostalgia in this family...but they were also the quintessential working class, white, exurban fami…",0.0,0.0,1.0,0.0
268,@CNN,2018-03-28 21:20:38+00:00,"News that Cambridge Analytica, a data firm with ties to President Trump's campaign, reportedly accessed information… https://t.co/HLBbE15VgU",0.0,0.0,1.0,0.0
269,@CNN,2018-03-28 21:11:01+00:00,TESS the planet hunter is getting ready to launch next month. The Transiting Exoplanet Survey Satellite is NASA's n… https://t.co/IjwXc4IsiY,0.116,0.0,0.884,0.3612
270,@CNN,2018-03-28 21:02:45+00:00,"Sen. Kennedy on what he'd ask Zuckerberg: ""Is it a fair bargain for me to give up all my personal data to Facebook,… https://t.co/yxDzoJoacU",0.163,0.0,0.837,0.4767
271,@CNN,2018-03-28 20:48:51+00:00,"If you were running for President, would you have your deputy campaign manager speak to a former Russian intelligen… https://t.co/DjjDdZY1fC",0.0,0.0,1.0,0.0
272,@CNN,2018-03-28 20:35:03+00:00,"A generation ago, Republicans focused on reforming the nation's safety net by requiring poor mothers to work. Now,… https://t.co/vaMFi5ajZD",0.23,0.132,0.638,0.3182
273,@CNN,2018-03-28 20:31:05+00:00,"13,000-year-old footprints were found off the Canadian coast https://t.co/Yq3Ijx9hnL https://t.co/vonY3PKKWB",0.0,0.0,1.0,0.0
274,@CNN,2018-03-28 20:26:19+00:00,"Vice President Mike Pence's hometown of Columbus, Indiana, plans to hold its first LGBT Pride Festival next month… https://t.co/EML8EDzuby",0.248,0.0,0.752,0.6808
275,@CNN,2018-03-28 20:18:28+00:00,"RT @TheLeadCNN: President Trump in December, 2017: “I don’t want to talk about pardons of Michael Flynn yet, we’ll see what happens, let’s…",0.143,0.0,0.857,0.3612
276,@CNN,2018-03-28 20:13:55+00:00,"A lawsuit alleging that gifts from foreign governments to President Trump may be illegal can go forward, a federal… https://t.co/yA2asY7QE0",0.0,0.256,0.744,-0.6705
277,@CNN,2018-03-28 20:06:30+00:00,"People may have snickered at President Trump's call for a US ""space force,"" but ""the laughter masks the fact that t… https://t.co/5SF9c5JyI1",0.177,0.0,0.823,0.6486
