,user,created_at,tweet,positive,negative,neutral,compound
33,@BBC,2018-03-27 12:00:08+00:00,The ancient Greeks thought a life of ‘constant leisure’ was the highest life you could live. https://t.co/sascCq8iks,0.0,0.0,1.0,0.0
34,@BBC,2018-03-27 11:05:06+00:00,"There's over 50 classic cookery shows being served up on @BBCiPlayer this #EasterWeekend. 
? https://t.co/CKECZMGmx8 https://t.co/j3RfAYQvTI",0.0,0.0,1.0,0.0
35,@BBC,2018-03-27 11:00:06+00:00,"? @MargotRobbie is planning a new TV series, which will give Shakespeare plays a 'female perspective'.
?… https://t.co/pTLXfve0ds",0.125,0.0,0.875,0.25
36,@BBC,2018-03-27 09:52:08+00:00,"?? 'Mad' Mike Hughes flew his home-made rocket to try and 'prove' the earth is flat. 

? SPOILER: it's not.  https://t.co/f5oNRItwyq",0.0,0.0,1.0,0.0
37,@BBC,2018-03-27 09:40:22+00:00,"RT @BBCTwo: Now we've got our country back... what actually is it? ?

#CunkOnBritain starts Tuesday 3 April, 10pm, @BBCTwo. @missdianemorga…",0.0,0.0,1.0,0.0
38,@BBC,2018-03-27 09:39:23+00:00,RT @BBCBreakfast: A team of abseilers have been roped in to give Cheddar Gorge in Somerset an extreme spring clean. https://t.co/iYmkiizeRi,0.124,0.0,0.876,0.4019
39,@BBC,2018-03-27 09:38:59+00:00,"RT @BBCR1: We can't get enough of @george_ezra's Live Lounge ?

Watch him perform 'Paradise' and cover 'These Days' right here ?https://t.c…",0.0,0.0,1.0,0.0
40,@BBC,2018-03-27 09:36:48+00:00,"RT @bbcgetinspired: Check out @JesseLingard and some of his @PremierLeague mates showing us their super moves. ?? 

Show us yours with #sup…",0.157,0.0,0.843,0.5994
41,@BBC,2018-03-27 08:00:04+00:00,"When this woman visited an uninhabited Caribbean island, the last thing she expected was to find it covered in plas… https://t.co/cpKW9tl61v",0.0,0.0,1.0,0.0
42,@BBC,2018-03-27 07:30:04+00:00,"About 700,000 people in the UK are on the autism spectrum, with five times as many males as females being diagnosed… https://t.co/PXJMuG76Tn",0.0,0.0,1.0,0.0
43,@BBC,2018-03-27 07:00:08+00:00,"The number of children living in relative poverty in the UK has risen to 4.1m. 

This is the story of Tyler, one of… https://t.co/xFtEAjBTXC",0.049,0.124,0.827,-0.4588
44,@BBC,2018-03-26 19:03:02+00:00,"Filmed in Nottingham during the worst winter for the NHS on record, groundbreaking series #Hospital returns tonight… https://t.co/PVSIcvCGc9",0.0,0.194,0.806,-0.6249
45,@BBC,2018-03-26 18:24:04+00:00,"Tonight, George Alagiah explores the fascinating history of Queen Elizabeth II and her beloved Commonwealth. 

The… https://t.co/xXer4FRyTq",0.312,0.0,0.688,0.7783
46,@BBC,2018-03-26 17:30:04+00:00,?? It was a Dachsh(und) to the finish line. https://t.co/7VvkU5GfUg,0.0,0.0,1.0,0.0
47,@BBC,2018-03-26 16:25:02+00:00,"?? Joy and Mary flew WW2 planes before any navigation system was installed.
#RAFat100 https://t.co/yxNMblfTEf",0.213,0.0,0.787,0.5859
48,@BBC,2018-03-26 15:45:04+00:00,"Tom Cruise stars in a remake of the 1953 adaptation of HG Wells’s classic novel. ?

War of the Worlds | @BBCiPlayer… https://t.co/h19JvTlFSA",0.095,0.161,0.744,-0.3818
49,@BBC,2018-03-26 15:11:57+00:00,"In her role as head of the Commonwealth, the Queen embarked on her first tour of the nations in 1953.

But by 1970… https://t.co/Av61bahNZF",0.0,0.0,1.0,0.0
50,@BBC,2018-03-26 12:58:02+00:00,"Never let a squirrel nibble your nobble... ???
https://t.co/cHm9m6At3m",0.0,0.0,1.0,0.0
51,@BBC,2018-03-26 11:48:03+00:00,Apple wants to introduce new emojis to better represent people with disabilities. ??? https://t.co/CcJfojmtTa https://t.co/ZRdEhVPMEm,0.172,0.0,0.828,0.4404
52,@BBC,2018-03-26 11:00:05+00:00,"A crack that opened up in Kenya’s Rift Valley, damaging a section of the Narok-Nairobi highway, is still growing... https://t.co/T5YocDauYj",0.0,0.163,0.837,-0.5106
53,@BBC,2018-03-26 10:00:07+00:00,"From hot cross bun gin to Creme Egg Yorkshire pudding, this year’s Easter treats are bigger, weirder and more decad… https://t.co/HvDJmgcB5q",0.0,0.07,0.93,-0.128
54,@BBC,2018-03-26 09:35:06+00:00,RT @bbcpress: Sue Perkins will return to host the 2018 #BAFTA TV awards on Sunday 13 May on @BBCOne. https://t.co/pieSWNAGbH,0.136,0.0,0.864,0.4588
55,@BBC,2018-03-26 09:33:01+00:00,"? @BillBailey is NOT a fan of taramasalata. #Room101 

https://t.co/soAAz27c0C",0.247,0.0,0.753,0.3182
56,@BBC,2018-03-26 09:04:01+00:00,"The kiwi bird's egg is so large, it takes almost ten days to lay! ???  #DavidAttenboroughsNaturalCuriosities
https://t.co/AkZqK9vzZZ",0.0,0.0,1.0,0.0
57,@BBC,2018-03-26 08:29:04+00:00,"?Why do so many celebrities decide to enter politics?

Some have done so more successfully than others...… https://t.co/MkEDpSeLMJ",0.182,0.0,0.818,0.5819
58,@BBC,2018-03-26 07:30:10+00:00,"Wishing you could get out of bed just that little bit earlier? ?

If you need some motivation to set that alarm, he… https://t.co/zsisa2oA4s",0.161,0.09,0.749,0.2263
59,@BBC,2018-03-25 19:44:01+00:00,"Could this be an answer to global water shortages? ?? This machine creates water out of thin air. 

https://t.co/caz4nXMJg5",0.101,0.077,0.821,0.128
60,@BBC,2018-03-25 19:15:06+00:00,"Tonight, @regyates meets people whose lives have been devastated by the Grenfell fire. 

Reggie Yates: Searching fo… https://t.co/HPgtcZuHte",0.0,0.286,0.714,-0.7506
61,@BBC,2018-03-25 18:40:04+00:00,"Tonight, @mcgregor_ewan and @McgColin celebrate the centenary of the Royal Air Force. 

RAF at 100 with Ewan and Co… https://t.co/nF2iwBP51b",0.163,0.0,0.837,0.5719
62,@BBC,2018-03-25 18:13:03+00:00,The first ever statue of David Bowie has been unveiled in the town where he debuted Ziggy Stardust. ??… https://t.co/lFgROYVkv1,0.0,0.0,1.0,0.0
63,@BBC,2018-03-25 17:30:07+00:00,"When you're enjoying being single and people just can't deal with it. ?? @kathbum #LiveAtTheApollo 

https://t.co/byHMHWyhPq",0.185,0.0,0.815,0.5267
64,@BBC,2018-03-25 15:03:03+00:00,"????? Welcome to Tangier Island, the tiny US island where people speak with a British accent.… https://t.co/1RoM285gRJ",0.167,0.0,0.833,0.4588
65,@BBC,2018-03-25 14:30:02+00:00,"? We could listen to him speak all day. 

? Sir David Attenborough's voice was just as iconic in the 60s as it is t… https://t.co/zYi3oK5C13",0.0,0.0,1.0,0.0
66,@BBC,2018-03-25 14:09:03+00:00,"Predictions suggest a build-up of about 80,000 tonnes of plastic in the Pacific Ocean is growing rapidly. ????… https://t.co/uKD9BQWmUi",0.091,0.0,0.909,0.1779
67,@BBC,2018-03-25 13:03:04+00:00,"??? @prattprattpratt stars as a happy-go-lucky hero who joins forces with an unlikely group of aliens. 

Guardians… https://t.co/B9W7kRZ1Qz",0.184,0.0,0.816,0.5574
68,@BBC,2018-03-25 12:03:02+00:00,"Weighing just 100g, a newborn panda is one 900th the size of its mum! ?? #DavidAttenboroughsNaturalCuriosities https://t.co/nKLQh03DJs",0.0,0.0,1.0,0.0
69,@BBC,2018-03-25 10:30:04+00:00,?Meet SoFi - the soft robot fish developed by MIT to swim among real fish in coral reefs and around the ocean to he… https://t.co/HDa7q7WsHf,0.0,0.0,1.0,0.0
70,@BBC,2018-03-25 09:30:15+00:00,"Ever wondered what made you feel moody? It might be your gut.

? https://t.co/l8oMv5gPN2 https://t.co/vq2yhtBOAn",0.0,0.161,0.839,-0.3612
71,@BBC,2018-03-25 08:43:31+00:00,"RT @BBCScotland: Up your brunch game with perfect poached eggs.

via @bbcthesocial https://t.co/1imXNeOZ9d",0.236,0.0,0.764,0.5719
72,@BBC,2018-03-25 08:43:26+00:00,"RT @bbcweather: #Winter may not be done with us yet, as colder continental air fights back against milder maritime air across the UK this w…",0.0,0.101,0.899,-0.4019
73,@BBC,2018-03-25 08:43:22+00:00,RT @BBCSport: A simply astonishing confession from Australia captain Steve Smith and batsman Cameron Bancroft ? https://t.co/YaE7fBZamq,0.0,0.0,1.0,0.0
74,@BBC,2018-03-25 08:00:12+00:00,A woman who drinks 30 cans a day says her addiction to energy drinks is worse than gambling.… https://t.co/d11ATW0F0f,0.104,0.153,0.743,-0.25
75,@BBC,2018-03-25 07:34:02+00:00,You learn something new every day. Here's how to poo a baby jaguar. ??#BigCatsAboutTheHouse https://t.co/Eg5rF1414b,0.0,0.0,1.0,0.0
76,@BBC,2018-03-25 07:02:00+00:00,When the clocks have gone forward but there's no way you're getting out of bed yet. ?????#DaylightSavings https://t.co/cHBPV3ITsQ,0.0,0.141,0.859,-0.4215
77,@BBC,2018-03-24 20:34:01+00:00,"""I still see people screaming for help.""

This Sunday at 9pm on @BBCTwo, @REGYATES meets the people whose lives wer… https://t.co/RS16yXF17H",0.0,0.115,0.885,-0.3818
78,@BBC,2018-03-24 20:00:11+00:00,"The story of the last decade of Picasso's life, through the words of family and friends. ?

Picasso's Last Stand |… https://t.co/RyiuI8KgSk",0.134,0.0,0.866,0.4767
79,@BBC,2018-03-24 19:16:04+00:00,"""Beauty is your inside, it's your personality and what shines from beneath."" 

25-year-old rapper Paigey Cakey had… https://t.co/CVGr69Y0oO",0.183,0.0,0.817,0.5859
80,@BBC,2018-03-24 18:44:04+00:00,Cambridge have won the men's and women's Boat Races. https://t.co/COTzXYuo4N ? ? #BoatRace2018 https://t.co/6SQjF1ToSt,0.252,0.0,0.748,0.5719
81,@BBC,2018-03-24 18:02:01+00:00,"?? @RomeshRanga is NOT a fan of Gogglebox. #LiveAtTheApollo
https://t.co/FHm9g6Emss",0.223,0.0,0.777,0.3182
82,@BBC,2018-03-24 17:01:01+00:00,"When proposals go wrong... ?? #Doodlebugs 
https://t.co/8Yi6giWO3S",0.0,0.0,1.0,0.0
83,@BBC,2018-03-24 15:30:10+00:00,"Writer Sara Maitland has lived alone in rural Scotland for 20 years. 

Here are seven valuable life lessons we can… https://t.co/2eAqUlnwuA",0.129,0.083,0.788,0.2732
84,@BBC,2018-03-24 15:00:06+00:00,?How an Instagram video lost me my dream job in fashion: https://t.co/72yWgHdc1k https://t.co/fl3DxMcIL5,0.131,0.15,0.719,-0.0772
85,@BBC,2018-03-24 14:01:47+00:00,? @clarebalding is live from the River Thames as @UniofOxford and @Cambridge_Uni  meet for one of the most iconic e… https://t.co/Ls9rtIYov4,0.0,0.0,1.0,0.0
86,@BBC,2018-03-24 14:01:32+00:00,RT @bbcthree: The barber helping men with dementia relive their younger lives. https://t.co/p8axQVK836,0.155,0.0,0.845,0.296
87,@BBC,2018-03-24 13:03:01+00:00,"Which animals are likely to become extinct in your lifetime? ??
https://t.co/9KwlmcNrWV",0.0,0.0,1.0,0.0
88,@BBC,2018-03-24 12:33:04+00:00,"Don't miss the highlights from the Gymnastics World Cup! ???????

World Cup Gymnastics | @BBCOne | 2:05pm |… https://t.co/7mpufyeEMo",0.098,0.0,0.902,0.1867
89,@BBC,2018-03-24 11:29:04+00:00,"How much do you know about horses? Take this quiz to see if you are an equestrian expert…?

https://t.co/ChGCB9Xi1W https://t.co/P9UgJ99nsx",0.0,0.0,1.0,0.0
90,@BBC,2018-03-24 10:31:01+00:00,"Meet Hester, the 10-year-old visually impaired skier who's hoping for Paralympic gold one day. ??https://t.co/6aiUaTc3yS",0.167,0.0,0.833,0.4215
91,@BBC,2018-03-24 10:03:01+00:00,"""The enthusiastic viewer should feel he is almost the man on the spot!"" 

In 1949, the BBC announced it would telev… https://t.co/WEoPpkrW1V",0.143,0.0,0.857,0.5411
92,@BBC,2018-03-24 09:42:34+00:00,RT @BBCNewsNI: Prince Harry and Meghan Markle are visiting Northern Ireland https://t.co/ODxLd1LIr8 https://t.co/s0zPTXj3Tk,0.0,0.0,1.0,0.0
93,@BBC,2018-03-24 09:32:59+00:00,"RT @bbcf1: Lewis Hamilton took the first pole of the season in spectacular style ??

https://t.co/a7YDOx0FlQ",0.0,0.0,1.0,0.0
94,@BBC,2018-03-24 09:31:30+00:00,"RT @sportrelief: A humongous THANK YOU to everyone who has taken part, fund-raised &amp; watched over the past weeks &amp; tonight. The #SportRelie…",0.133,0.0,0.867,0.4995
95,@BBC,2018-03-24 09:31:26+00:00,RT @sportrelief: The nation has joined together for this year's #SportRelief pulling out all the stops to make their steps count. Well done…,0.085,0.065,0.85,0.128
96,@BBC,2018-03-24 09:30:13+00:00,?A Cultural history of the avocado: https://t.co/jo1UyWlVw7 https://t.co/7VF6pBpG57,0.0,0.0,1.0,0.0
97,@BBC,2018-03-24 08:33:02+00:00,"Meet Alexandre, one of the only male performers of ‘baladi’ – also known as belly dancing – in the Middle East. ?

 https://t.co/K12N1Y6PU7",0.0,0.0,1.0,0.0
98,@BBC,2018-03-23 19:07:00+00:00,"RT @BBCOne: .@GaryLineker, @OreOduba, @ThisisDavina &amp; more kick off the biggest ever night of #SportRelief now on @bbcone. @sportrelief 
Fo…",0.0,0.0,1.0,0.0
99,@BBC,2018-03-23 18:03:04+00:00,From @taylorswift13 to @Beyonce: these are the secretive musicians who avoid interviews. ?? https://t.co/nqOmaVMzoo https://t.co/sbDga7L5cp,0.0,0.136,0.864,-0.296
100,@CBS,2018-03-27 21:00:01+00:00,Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd… https://t.co/27ua60HTqu,0.212,0.108,0.68,0.3818
101,@CBS,2018-03-27 17:00:00+00:00,Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj,0.099,0.0,0.901,0.296
102,@CBS,2018-03-26 22:14:25+00:00,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…",0.12,0.0,0.88,0.508
103,@CBS,2018-03-26 20:42:48+00:00,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…",0.0,0.0,1.0,0.0
104,@CBS,2018-03-26 16:59:19+00:00,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…,0.214,0.0,0.786,0.7959
105,@CBS,2018-03-26 16:05:18+00:00,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj",0.378,0.0,0.622,0.807
106,@CBS,2018-03-25 23:57:34+00:00,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs,0.0,0.0,1.0,0.0
107,@CBS,2018-03-25 17:15:25+00:00,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR,0.157,0.062,0.78,0.5319
108,@CBS,2018-03-24 22:46:53+00:00,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P,0.199,0.0,0.801,0.5399
109,@CBS,2018-03-24 22:46:43+00:00,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. ??? #PaleyFest,0.115,0.185,0.7,-0.34
110,@CBS,2018-03-24 22:25:03+00:00,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…",0.209,0.0,0.791,0.7003
111,@CBS,2018-03-24 22:21:37+00:00,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! ?,0.0,0.0,1.0,0.0
112,@CBS,2018-03-24 22:21:34+00:00,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…",0.0,0.0,1.0,0.0
113,@CBS,2018-03-24 22:21:26+00:00,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest",0.333,0.0,0.667,0.7184
114,@CBS,2018-03-24 22:21:23+00:00,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…,0.42,0.0,0.58,0.9451
115,@CBS,2018-03-24 20:00:02+00:00,"Get on your feet for @Jason_Aldean, @ThomasRhett, @ChrisStapleton, @KeithUrban, and @ChrisYoungMusic, the five nomi… https://t.co/oT5ogjdj4x",0.0,0.0,1.0,0.0
116,@CBS,2018-03-23 22:33:52+00:00,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW,0.194,0.0,0.806,0.6996
117,@CBS,2018-03-23 22:33:04+00:00,RT @SEALTeamCBS: In honor of #NationalPuppyDay... ? #SEALTeam https://t.co/4mIZPpiRlU,0.314,0.0,0.686,0.4939
118,@CBS,2018-03-23 22:32:48+00:00,"RT @HawaiiFive0CBS: Nothing like a man and his dog! ?? Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…",0.355,0.0,0.645,0.8997
119,@CBS,2018-03-22 22:10:29+00:00,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC,0.0,0.0,1.0,0.0
120,@CBS,2018-03-22 20:52:02+00:00,Save the date! These are season finales you do NOT want to miss. RT if you're excited! https://t.co/UUQoWsPPSh https://t.co/cDl4WmxMtU,0.311,0.066,0.623,0.7081
121,@CBS,2018-03-22 00:23:38+00:00,Congratulations to all of the @CBSDaytime nominees for the #DaytimeEmmys! See the full list of #DaytimeEmmy nominee… https://t.co/ivJVJWvfsf,0.198,0.0,0.802,0.636
122,@CBS,2018-03-21 18:00:01+00:00,Female Vocalist Of The Year nominee @MarenMorris will show her fans how it’s done when she takes the stage to showc… https://t.co/PITjmAoFT8,0.0,0.0,1.0,0.0
123,@CBS,2018-03-20 20:00:01+00:00,The legendary @Reba returns to host the 53rd #ACMawards and she’s proving just how comfortable she is behind the mi… https://t.co/XPXcSPRXqC,0.142,0.0,0.858,0.5106
124,@CBS,2018-03-20 17:58:43+00:00,RT @nancyodell: Told my daughter I'd be presenting at @ACMawards again this year. (Woot woot!We both luv country music!)She took this pic o…,0.0,0.0,1.0,0.0
125,@CBS,2018-03-20 16:52:42+00:00,RT @ladyantebellum: Ecstatic to announce we'll be performing at the #ACMawards in Las Vegas again this year! https://t.co/Qfhs94j6FR,0.174,0.0,0.826,0.5562
126,@CBS,2018-03-20 16:11:00+00:00,"Country superstars @kennychesney, @ladyantebellum, @blakeshelton, and @KeithUrban have just been added to the stell… https://t.co/bJ4If7MacP",0.0,0.0,1.0,0.0
127,@CBS,2018-03-19 21:02:26+00:00,"RT @YandR_CBS: Forever evolving, Forever inspiring, Forever Young and Restless. ?? Get ready to celebrate 45 years of #YR starting in just…",0.309,0.072,0.619,0.7845
128,@CBS,2018-03-18 23:44:30+00:00,New start times in East/Central Time Zones: #60Minutes 7:37ET/6:37CT #Instinct series premiere 8:37ET/7:37CT… https://t.co/xT3YKqmu2M,0.0,0.0,1.0,0.0
129,@CBS,2018-03-18 18:05:43+00:00,Spend your Sunday streaming Second Round games LIVE with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/zbWfirD9Ju,0.213,0.0,0.787,0.6514
130,@CBS,2018-03-18 17:09:53+00:00,"RT @instinctcbs: TONIGHT, Dr. Dylan Reinhart rewrites the book on abnormal behavior. Don't miss the premiere of #Instinct at 8/7c! https://…",0.08,0.0,0.92,0.1867
131,@CBS,2018-03-17 19:00:02+00:00,"If any duo knows how to rock the stage, it's @FLAGALine. The Vocal Duo Of The Year nominee will perform live at the… https://t.co/FknabB8NQp",0.0,0.0,1.0,0.0
132,@CBS,2018-03-17 17:42:43+00:00,How is your bracket looking after last night? Stream Second Round games LIVE today with a FREE trial of CBS All Acc… https://t.co/25JlIpgwog,0.161,0.0,0.839,0.6166
133,@CBS,2018-03-17 14:00:03+00:00,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL,0.247,0.0,0.753,0.7096
134,@CBS,2018-03-16 22:53:21+00:00,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i,0.104,0.0,0.896,0.296
135,@CBS,2018-03-16 18:15:53+00:00,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…",0.0,0.0,1.0,0.0
136,@CBS,2018-03-16 16:28:40+00:00,The games have just begun! Continue to stream First Round games LIVE today with a FREE trial of CBS All Access:… https://t.co/YTGsJ48zYP,0.178,0.0,0.822,0.6514
137,@CBS,2018-03-15 17:54:06+00:00,"RT @TheTalkCBS: You asked, we answered! The fun never ends when the ladies #KeepTalking and answer your fan questions ???? https://t.co/ie1…",0.237,0.0,0.763,0.7088
138,@CBS,2018-03-15 17:20:26+00:00,RT @instinctcbs: Dr. Dylan Reinhart is lured back into the field from his life of quiet academia when a certain serial killer makes things…,0.077,0.157,0.766,-0.4939
